anno,provincia,comune,giorno,organo_di_rilevazione,localizzazione_incidente,denominazione_della_strada,tronco_di_strada_o_autostrada,tipo_di_strada,pavimentazione,intersezione_o_non_interse3,fondo_stradale,segnaletica,condizioni_meteorologiche,natura_incidente,tipo_veicolo_a,tipo_veicoli__b_,tipo_veicolo__c_,veicolo__a____circostanze_10,veicolo__a____circostanze_11,veicolo__b____circostanze_13,veicolo__b____circostanze_14,veicolo__a___anno_immatric18,immatricolazione_veicolo__b_,immatricolazione_veicolo__c_,veicolo__a___et__conducente,veicolo__a___sesso_conducente,veicolo__a___esito_conducente,veicolo__a___patente_condu29,veicolo__a___anno_rilascio30,veicolo__a___passeggeri_an35,veicolo__a___et__passegger36,veicolo__a___sesso_passegg37,veicolo__a___esito_passegg38,veicolo__a___et__passegger39,veicolo__a___sesso_passegg40,veicolo__a___esito_passegg41,veicolo__a___et__passegger42,veicolo__a___sesso_passegg43,veicolo__a___esito_passegg44,veicolo__a___et__passegger45,veicolo__a___sesso_passegg46,veicolo__a___altri_passegg47,veicolo__a___altri_passegg48,veicolo__a___altri_passegg49,veicolo__a___altri_passegg50,veicolo__b___et__conducente,veicolo__b___sesso_conducente,veicolo__b___esito_conducente,veicolo__b___patente_condu51,veicolo__b___anno_rilascio52,veicolo__b___passeggeri_an57,veicolo__b___et__passegger58,veicolo__b___sesso_passegg59,veicolo__b___esito_passegg60,veicolo__b___et__passegger61,veicolo__b___sesso_passegg62,veicolo__b___esito_passegg63,veicolo__b___et__passegger64,veicolo__b___sesso_passegg65,veicolo__b___esito_passegg66,veicolo__b___et__passegger67,veicolo__b___sesso_passegg68,veicolo__b___altri_passegg69,veicolo__b___altri_passegg70,veicolo__b___altri_passegg71,veicolo__b___altri_passegg72,veicolo__c___et__conducente,veicolo__c___sesso_conducente,veicolo__c___esito_conducente,veicolo__c___patente_condu73,veicolo__c___anno_rilascio74,veicolo__c___passeggeri_an79,veicolo__c___et__passegger80,veicolo__c___sesso_passegg81,veicolo__c___esito_passegg82,veicolo__c___et__passegger83,veicolo__c___sesso_passegg84,veicolo__c___esito_passegg85,veicolo__c___et__passegger86,veicolo__c___sesso_passegg87,veicolo__c___esito_passegg88,veicolo__c___et__passegger89,veicolo__c___sesso_passegg90,veicolo__c___altri_passegg91,veicolo__c___altri_passegg92,veicolo__c___altri_passegg93,veicolo__c___altri_passegg94,pedone_morto_1__sesso,pedone_morto_1__et_,pedone_ferito_1__sesso,pedone_ferito_1__et_,pedone_morto_2__sesso,pedone_morto_2__et_,pedone_ferito_2__sesso,pedone_ferito_2__et_,pedone_morto_3__sesso,pedone_morto_3__et_,pedone_ferito_3__sesso,pedone_ferito_3__et_,pedone_morto_4__sesso,pedone_morto_4__et_,pedone_ferito_4__sesso,pedone_ferito_4__et_,altri_veicoli_coinvolti,morti_maschi_coinvolti_su_95,morti_femmine_coinvolti_su96,feriti_maschi_coinvolti_su97,feriti_femmine_coinvolti_s98,morti_entro_24_ore,morti_entro_30_giorni,feriti,descrizione_strada,Ora,chilometri,ettometrica,trimestre,PRO_COM,COMUNE,PROVINCIA,giorno_num,morti,STRADA
18,28,100,Sabato,1,7,A04,  ,1,1,Rettilineo,2,Orizzontale,Pioggia,Urto con ostacolo,Autovettura privata,null,null,60,  ,60,  ,           ,           ,           ,18-29,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,9,368,000,4,28100,Vigonza,Padova,6,0,A04
18,26,69,Mercoledi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Altro,Tamponamento,Trattore stradale o motrice,Autocarro,null,20,  ,22,  ,2016       ,2011       ,           ,55-64,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,3,3,"(2013,2018]",2,18-29,3, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,1,0,1,                                                         ,9,412,700,4,26069,Roncade,Treviso,3,1,A04
18,27,29,Materdi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autocarro,Trattore stradale o motrice,null,20,  ,23,  ,2015       ,2014       ,           ,18-29,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,18,444,480,4,27029,Portogruaro,Venezia,2,0,A04
18,27,28,Venerdi,1,7,A04,  ,1,1,Rettilineo,1,Orizzontale,Sereno,Urto con veicolo in fermata o in arresto,Autovettura privata,Autocarro,null,64,  ,61,  ,2014       ,           ,           ,65+  ,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,14,370,400,4,27028,Pianiga,Venezia,5,0,A04
18,27,36,Sabato,1,7,A04,  ,1,1,Rettilineo,2,Verticale e orizzontale,Altro,Urto con ostacolo,Autovettura privata,null,null,64,  ,65,  ,           ,           ,           ,30-44,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,9,440,800,4,27036,San Stino di Livenza,Venezia,6,0,A04
18,27,12,Sabato,1,7,A04,  ,1,1,Curva,2,Verticale e orizzontale,Nebbia,Urto con veicolo in fermata o in arresto,Autovettura privata,Trattore stradale o motrice,null,61,  ,61,  ,2014       ,2011       ,           ,65+  ,1,2,2,"(2013,2018]",2,65+  ,4, ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,22,372,500,4,27012,Dolo,Venezia,6,0,A04
18,27,21,Materdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,null,00,  ,00,  ,2016       ,2018       ,           ,65+  ,1,1, ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,16,384,700,4,27021,Martellago,Venezia,2,0,A04
18,28,100,Giovedi,1,7,A04,  ,1,1,Rettilineo,2,Orizzontale,Pioggia,Scontro frontale-laterale,Autovettura privata,Trattore stradale o motrice,null,22,  ,20,  ,           ,           ,           ,18-29,2,2,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,1,369,700,4,28100,Vigonza,Padova,4,0,A04
18,27,27,Domenica,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,null,20,  ,22,  ,           ,           ,           ,30-44,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,12,423,780,4,27027,Noventa di Piave,Venezia,7,0,A04
18,17,161,Materdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,Autosnodato o autoarticolato,22,  ,22,  ,           ,           ,2014       ,30-44,2,2,2,"(2003,2008]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,11,225,670,1,17161,Rezzato,Brescia,2,0,A04
18,23,73,Giovedi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Veicoli speciali,Autovettura privata,null,21,  ,20,  ,2018       ,           ,           ,30-44,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,2,2,2,"(2008,2013]",2,18-29,3, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,18,289,700,1,23073,San Martino Buon Albergo,Verona,4,0,A04
18,23,91,Materdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Altro,Scontro laterale,Trattore stradale o motrice,Autocarro,null,20,  ,21,  ,2018       ,2018       ,           ,55-64,1,2,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,12,283,900,1,23091,Verona,Verona,2,0,A04
18,17,32,Materdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Altro,Tamponamento,Autosnodato o autoarticolato,Autovettura privata,null,21,  ,22,  ,2018       ,2011       ,           ,30-44,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,65+  ,1,2,2,"(2013,2018]",2,30-44,4, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,10,231,000,1,17032,Calcinato,Brescia,2,0,A04
18,17,32,Giovedi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autocarro,Autosnodato o autoarticolato,null,21,  ,20,  ,2018       ,2016       ,           ,55-64,1,2,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,3,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,10,234,400,1,17032,Calcinato,Brescia,4,0,A04
18,23,91,Venerdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,Autovettura privata,22,  ,20,  ,2011       ,2011       ,2014       ,18-29,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,3,"(2013,2018]",2,30-44,4, ,     , , ,     , , ,     , ,0,0,0,0,30-44,2,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,10,279,000,1,23091,Verona,Verona,5,0,A04
18,17,67,Sabato,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,null,21,  ,20,  ,           ,           ,           ,30-44,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,2,"(2008,2013]",2,18-29,3,2,15-17,4, ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,3,                                                         ,21,244,728,1,17067,Desenzano del Garda,Brescia,6,0,A04
18,17,43,Sabato,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",Autovettura privata,null,null,71,  ,75,  ,           ,           ,           ,18-29,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,24,228,600,1,17043,Castenedolo,Brescia,6,0,A04
18,17,67,Lunedi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Trattore stradale o motrice,Trattore stradale o motrice,null,22,  ,21,  ,           ,2016       ,           ,18-29,1,1,3,"(2013,2018]",2,18-29,3, ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,3,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,7,244,900,1,17067,Desenzano del Garda,Brescia,1,0,A04
18,17,92,Lunedi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,null,21,  ,20,  ,           ,           ,           ,30-44,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,2,"(2008,2013]",2,18-29,4, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,3,                                                         ,21,240,300,1,17092,Lonato del Garda,Brescia,1,0,A04
18,17,32,Materdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autosnodato o autoarticolato,null,21,  ,20,  ,2010       ,2009       ,           ,18-29,2,2,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,16,238,600,1,17032,Calcinato,Brescia,2,0,A04
18,23,83,Domenica,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Urto con ostacolo,Autovettura privata,null,null,61,  ,60,  ,           ,           ,           ,55-64,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,4,267,500,1,23083,Sona,Verona,7,0,A04
18,23,82,Lunedi,1,7,A04,  ,3,1,Rettilineo,2,Verticale e orizzontale,Altro,Tamponamento,Trattore stradale o motrice,Autocarro,null,22,  ,21,  ,2011       ,"(1988,1998]",           ,30-44,1,1,4,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,2,4,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,23,274,900,1,23082,Sommacampagna,Verona,1,0,A04
18,17,67,Domenica,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Trattore stradale o motrice,Autovettura privata,null,20,  ,21,  ,           ,           ,           ,30-44,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(2008,2013]",2,30-44,3, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,17,248,890,1,17067,Desenzano del Garda,Brescia,7,0,A04
18,17,92,Lunedi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",Trattore stradale o motrice,null,null,72,  ,75,  ,           ,           ,           ,45-54,1,2,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,20,243,400,1,17092,Lonato del Garda,Brescia,1,0,A04
18,17,32,Materdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Altro,Scontro laterale,Autovettura privata,Autocarro,null,21,  ,21,  ,2018       ,           ,           ,45-54,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,13,233,540,1,17032,Calcinato,Brescia,2,0,A04
18,17,161,Giovedi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,Autocarro,20,  ,21,  ,           ,           ,           ,65+  ,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,2,0,0,1,0,0,0,1,                                                         ,9,225,400,1,17161,Rezzato,Brescia,4,0,A04
18,23,82,Venerdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autocarro,null,20,  ,22,  ,2015       ,2015       ,           ,45-54,2,2,2,"(2013,2018]",2,45-54,3, ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,24,271,919,1,23082,Sommacampagna,Verona,5,0,A04
18,17,29,Sabato,1,7,A04,  ,3,1,Rettilineo,2,Verticale e orizzontale,Pioggia,"Fuoriuscita, sbandamento",Autovettura privata,null,null,72,  ,75,  ,"(1988,1998]",           ,           ,18-29,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,21,217,820,1,17029,Brescia,Brescia,6,0,A04
18,23,22,Lunedi,1,7,A04,  ,3,1,Rettilineo,2,Verticale e orizzontale,Pioggia,Scontro laterale,Autocarro,Autovettura privata,Trattore stradale o motrice,21,  ,20,  ,2018       ,2012       ,2014       ,55-64,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,14,261,700,1,23022,Castelnuovo del Garda,Verona,1,0,A04
18,23,91,Sabato,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autocarro,Veicoli speciali,null,21,  ,20,  ,2018       ,           ,           ,30-44,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(1988,1993]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,8,276,400,1,23091,Verona,Verona,6,0,A04
18,17,161,Domenica,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,Autovettura privata,22,  ,20,  ,           ,2015       ,           ,18-29,1,1,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,1,2,"(2013,2018]",2,55-64,4, ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,2,3,"(2013,2018]", ,     , ,2,10-14,3,2,30-44,4, ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,4,                                                         ,11,226,000,2,17161,Rezzato,Brescia,7,0,A04
18,23,91,Lunedi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,Autovettura privata,22,  ,20,  ,2018       ,2016       ,2018       ,18-29,2,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,11,280,785,2,23091,Verona,Verona,1,0,A04
18,23,42,Lunedi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,Autovettura privata,22,  ,20,  ,2011       ,2009       ,2016       ,55-64,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,4,0,0,0,0,0,0,2,                                                         ,11,294,350,2,23042,Lavagno,Verona,1,0,A04
18,17,92,Lunedi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,Autovettura privata,21,  ,20,  ,2012       ,2012       ,2018       ,45-54,2,1,2,"(2003,2008]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,3,"(2013,2018]",2,30-44,4,2,0-5  ,4, ,     , , ,     , ,0,0,0,0,18-29,1,1,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,2,0,0,0,1,0,0,4,                                                         ,13,242,100,2,17092,Lonato del Garda,Brescia,1,0,A04
18,17,29,Lunedi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,null,20,  ,21,  ,           ,           ,           ,18-29,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,2,1,2,"(2013,2018]", ,     , ,2,65+  ,4, ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,12,220,800,2,17029,Brescia,Brescia,1,0,A04
18,23,22,Lunedi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,null,22,  ,23,  ,           ,           ,           ,65+  ,1,1,2,"(2013,2018]",2,55-64,4, ,     , , ,     , , ,     , ,0,0,0,0,n.i. ,2,1, ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,15,262,200,2,23022,Castelnuovo del Garda,Verona,1,0,A04
18,17,67,Materdi,1,7,A04,  ,3,1,Rettilineo,2,Verticale e orizzontale,Pioggia,Tamponamento,Autovettura privata,Autocarro,null,20,  ,22,  ,2018       ,2009       ,           ,30-44,2,2,2,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,1,244,850,2,17067,Desenzano del Garda,Brescia,2,0,A04
18,23,28,Sabato,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,null,22,  ,20,  ,2010       ,           ,           ,55-64,1,1,2,"(2013,2018]",2,55-64,4, ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2013,2018]", ,     , ,2,30-44,4, ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,9,297,700,2,23028,Colognola ai Colli,Verona,6,0,A04
